rank	degree	gene	p-value
193	68	GMEB2	0.147058823529
194	68	LPAR5	0.147058823529
195	68	TMEM126B	0.147058823529
196	66	MIS12	0.151515151515
197	66	RCL1	0.151515151515
198	66	SAP130	0.151515151515
199	66	ARHGAP21	0.151515151515
200	65	PSMD10	0.153846153846
201	65	CHAF1A	0.153846153846
202	64	CSK	0.15625
203	64	MZT2B	0.15625
204	63	PLA2G4A	0.15873015873
205	62	SSR2	0.161290322581
206	62	OSMR	0.161290322581
207	62	VASP	0.161290322581
208	62	JAG1	0.161290322581
209	61	MTM1	0.16393442623
210	61	WNT8B	0.16393442623
211	60	KITLG	0.166666666667
212	60	IFNLR1	0.166666666667
213	60	NUP35	0.166666666667
214	60	MRPL11	0.166666666667
215	59	C1QB	0.169491525424
216	59	ANGPT1	0.169491525424
217	59	XRN1	0.169491525424
218	59	LY9	0.169491525424
219	57	ACTC1	0.175438596491
220	56	MAPKAPK2	0.178571428571
221	56	MRPL46	0.178571428571
222	56	ESRRG	0.178571428571
223	56	ERAL1	0.178571428571
224	56	MRPL55	0.178571428571
225	54	KRT3	0.185185185185
226	53	ADCY10	0.188679245283
227	53	SIGLEC8	0.188679245283
228	53	HNRNPDL	0.188679245283
229	53	DCLK1	0.188679245283
230	53	GDI1	0.188679245283
231	52	KCNA4	0.192307692308
232	52	UGT1A8	0.192307692308
233	51	HIVEP1	0.196078431373
234	50	ZNF587	0.2
235	49	CAMK1	0.204081632653
236	49	TLR8	0.204081632653
237	49	LAMTOR5	0.204081632653
238	48	MECP2	0.208333333333
239	47	DDX17	0.212765957447
240	47	MED17	0.212765957447
241	46	ANAPC7	0.217391304348
242	46	B3GNT8	0.217391304348
243	45	IL2RA	0.222222222222
244	45	CACNG8	0.222222222222
245	45	CNOT4	0.222222222222
246	45	TAP2	0.222222222222
247	44	HMGA2	0.227272727273
248	44	DDX4	0.227272727273
249	44	TFAP2C	0.227272727273
250	43	MYCBP2	0.232558139535
251	42	CYP1A1	0.238095238095
252	42	TENM3	0.238095238095
253	42	LCE3D	0.238095238095
254	41	RHNO1	0.243902439024
255	41	KANK1	0.243902439024
256	41	OR2T1	0.243902439024
257	40	U2AF1L4	0.25
258	40	TDGF1	0.25
259	40	EPC1	0.25
260	40	APLP2	0.25
261	40	TAF1C	0.25
262	39	SLBP	0.25641025641
263	39	ADAM23	0.25641025641
264	38	IGLV3-19	0.263157894737
265	38	EDN3	0.263157894737
266	38	OR4C16	0.263157894737
267	38	OR6V1	0.263157894737
268	37	SUPT3H	0.27027027027
269	37	CSNK1A1L	0.27027027027
270	37	DPYSL4	0.27027027027
271	37	NSMAF	0.27027027027
272	36	GJA4	0.277777777778
273	35	MCMDC2	0.285714285714
274	34	TNR	0.294117647059
275	34	IGHA2	0.294117647059
276	34	CD163	0.294117647059
277	34	OR5K1	0.294117647059
278	34	LTF	0.294117647059
279	34	PPP1R3B	0.294117647059
280	34	ASCC3	0.294117647059
281	32	ST14	0.3125
282	32	GLP1R	0.3125
283	32	SOX10	0.3125
284	31	OR9G4	0.322580645161
285	31	TFEB	0.322580645161
286	31	PHF8	0.322580645161
287	31	EIF4G3	0.322580645161
288	30	HK3	0.333333333333
289	30	TOPORS	0.333333333333
290	30	KRT85	0.333333333333
291	30	MMP8	0.333333333333
292	30	PKN3	0.333333333333
293	30	CETN1	0.333333333333
294	30	GPC2	0.333333333333
295	29	IGHV7-81	0.344827586207
296	29	ATP1B1	0.344827586207
297	29	SMC2	0.344827586207
298	29	OR2K2	0.344827586207
299	28	COPS8	0.357142857143
300	28	OR2L2	0.357142857143
301	27	RGMB	0.37037037037
302	27	MROH2B	0.37037037037
303	27	PSG11	0.37037037037
304	26	EPO	0.384615384615
305	26	NR2C1	0.384615384615
306	26	YTHDC1	0.384615384615
307	26	AQP1	0.384615384615
308	26	TGM5	0.384615384615
309	25	LIMD1	0.4
310	25	SELL	0.4
311	25	APLNR	0.4
312	25	GABPB1	0.4
313	24	COPZ2	0.416666666667
314	24	TUBA4B	0.416666666667
315	24	KCNG2	0.416666666667
316	23	PSMD9	0.434782608696
317	23	TRIM37	0.434782608696
318	23	IHH	0.434782608696
319	22	RAPGEF4	0.454545454545
320	22	ROS1	0.454545454545
321	22	KLHL5	0.454545454545
322	22	PRICKLE3	0.454545454545
323	22	RECQL4	0.454545454545
324	22	CLSTN3	0.454545454545
325	22	CDC14A	0.454545454545
326	22	OTUD5	0.454545454545
327	22	AKR1C2	0.454545454545
328	21	SFN	0.47619047619
329	21	PAPSS1	0.47619047619
330	21	CD1C	0.47619047619
331	21	ZNF337	0.47619047619
332	21	HS3ST3A1	0.47619047619
333	21	DERL3	0.47619047619
334	20	OR1S1	0.5
335	20	KCNJ4	0.5
336	20	SOX5	0.5
337	20	PNPLA2	0.5
338	20	SPTLC3	0.5
339	19	ALPK1	0.526315789474
340	19	USP43	0.526315789474
341	19	NCAPD2	0.526315789474
342	19	P2RX7	0.526315789474
343	19	RIT2	0.526315789474
344	18	FGF4	0.555555555556
345	18	MAP2K4	0.555555555556
346	18	OR1L1	0.555555555556
347	18	PIGR	0.555555555556
348	18	GPR83	0.555555555556
349	18	IL27	0.555555555556
350	18	KLHL2	0.555555555556
351	18	ZNF688	0.555555555556
352	18	FRK	0.555555555556
353	17	ATP2B2	0.588235294118
354	17	ZKSCAN2	0.588235294118
355	17	GPR55	0.588235294118
356	17	OR5AS1	0.588235294118
357	17	ENO3	0.588235294118
358	17	MELK	0.588235294118
359	17	KDM2B	0.588235294118
360	17	GANAB	0.588235294118
361	17	SLC4A4	0.588235294118
362	16	UBE2Z	0.625
363	16	CAT	0.625
364	16	FGF13	0.625
365	15	CUL3	0.666666666667
366	15	PARVG	0.666666666667
367	15	POLR1D	0.666666666667
368	15	THBS3	0.666666666667
369	15	OR52L1	0.666666666667
370	15	ATP2B1	0.666666666667
371	15	TELO2	0.666666666667
372	15	CASP4	0.666666666667
373	15	TUT1	0.666666666667
374	15	KCNG1	0.666666666667
375	15	COX5A	0.666666666667
376	15	KCNH8	0.666666666667
377	14	SPP1	0.714285714286
378	14	ZNF451	0.714285714286
379	14	HSF2	0.714285714286
380	14	GRIN3B	0.714285714286
381	14	CROT	0.714285714286
382	14	ADAR	0.714285714286
383	14	MYO1B	0.714285714286
384	14	ARC	0.714285714286
385	13	RNF14	0.769230769231
386	13	JADE1	0.769230769231
387	13	SNTA1	0.769230769231
388	12	SACM1L	0.833333333333
389	12	GALNT15	0.833333333333
390	12	RHPN2	0.833333333333
391	12	NLRC5	0.833333333333
392	12	MAP4K3	0.833333333333
393	12	HAMP	0.833333333333
394	12	FRMD4A	0.833333333333
395	12	SGK3	0.833333333333
396	12	SYT6	0.833333333333
397	12	COL28A1	0.833333333333
398	12	SLC30A8	0.833333333333
399	12	MAN1A1	0.833333333333
400	12	ECI2	0.833333333333
401	12	PAOX	0.833333333333
402	12	ARMC8	0.833333333333
403	11	RGS12	0.909090909091
404	11	OR52E8	0.909090909091
405	11	FKBP5	0.909090909091
406	11	RRM2B	0.909090909091
407	11	OR4A16	0.909090909091
408	11	PTPRE	0.909090909091
409	11	ACSS2	0.909090909091
410	11	ISG20L2	0.909090909091
411	11	CDKN2D	0.909090909091
412	11	POLRMT	0.909090909091
413	10	TUBA1B	1.0
414	10	SNIP1	1.0
415	10	ACOX3	1.0
416	10	CAPRIN1	1.0
417	10	VPS13A	1.0
418	10	SEMA4G	1.0
419	10	LDB3	1.0
420	10	HSCB	1.0
421	10	FBLIM1	1.0
422	10	VEZF1	1.0
423	10	CERS5	1.0
424	9	PLA2G4E	1.11111111111
425	9	VTN	1.11111111111
426	9	TAX1BP1	1.11111111111
427	9	OR8B2	1.11111111111
428	9	UBXN4	1.11111111111
429	9	OR6C3	1.11111111111
430	9	CLEC4E	1.11111111111
431	9	ALOX15B	1.11111111111
432	9	PRRT2	1.11111111111
433	9	RND3	1.11111111111
434	9	KCNQ4	1.11111111111
435	9	NAA10	1.11111111111
436	9	BMPER	1.11111111111
437	9	CNTLN	1.11111111111
438	9	SMCHD1	1.11111111111
439	9	SLC2A13	1.11111111111
440	9	MEP1A	1.11111111111
441	9	PRDX1	1.11111111111
442	8	IGHV1-69	1.25
443	8	RBFOX2	1.25
444	8	REV3L	1.25
445	8	ETV6	1.25
446	8	ZNF646	1.25
447	8	TFCP2L1	1.25
448	8	LMCD1	1.25
449	8	IAPP	1.25
450	8	CHRDL2	1.25
451	8	TBX18	1.25
452	8	UHMK1	1.25
453	8	OR4S1	1.25
454	8	KLK6	1.25
455	8	TANC2	1.25
456	8	ZSCAN9	1.25
457	8	RAB9B	1.25
458	8	CNKSR2	1.25
459	8	PPIP5K1	1.25
460	8	ARFIP1	1.25
461	8	PHF19	1.25
462	7	MYL6B	1.42857142857
463	7	OR56B1	1.42857142857
464	7	PFKFB3	1.42857142857
465	7	SIPA1	1.42857142857
466	7	OR51A4	1.42857142857
467	7	ASPSCR1	1.42857142857
468	7	MS4A7	1.42857142857
469	7	CTAGE1	1.42857142857
470	7	HOXC11	1.42857142857
471	7	RAB3D	1.42857142857
472	7	MVD	1.42857142857
473	7	CLDN9	1.42857142857
474	7	ATG4B	1.42857142857
475	7	OLIG3	1.42857142857
476	7	HOOK3	1.42857142857
477	7	ZBTB6	1.42857142857
478	6	ARNT	1.66666666667
479	6	RAD9A	1.66666666667
480	6	GMNN	1.66666666667
481	6	KDM5B	1.66666666667
482	6	LOXL3	1.66666666667
483	6	PHC3	1.66666666667
484	6	OSTF1	1.66666666667
485	6	ZNF135	1.66666666667
486	6	NAA16	1.66666666667
487	6	HEATR5A	1.66666666667
488	6	BATF2	1.66666666667
489	6	ZNF692	1.66666666667
490	6	TOMM22	1.66666666667
491	6	CLIC2	1.66666666667
492	6	TPCN1	1.66666666667
493	6	PSRC1	1.66666666667
494	6	CATSPERG	1.66666666667
495	6	DRG1	1.66666666667
496	6	SLC10A6	1.66666666667
497	6	SAC3D1	1.66666666667
498	6	FSTL3	1.66666666667
499	6	NICN1	1.66666666667
500	5	TCAP	2.0
501	5	SMARCAD1	2.0
502	5	COPRS	2.0
503	5	SMYD2	2.0
504	5	NUDCD3	2.0
505	5	EXD3	2.0
506	5	SETDB2	2.0
507	5	LRIG2	2.0
508	5	OGDHL	2.0
509	5	SGPL1	2.0
510	5	LGI4	2.0
511	5	HGFAC	2.0
512	5	DNER	2.0
513	5	SLC7A10	2.0
514	5	SPTSSA	2.0
515	5	TSKS	2.0
516	5	IDH3G	2.0
517	4	WDR3	2.5
518	4	PPP1R13B	2.5
519	4	VIPR1	2.5
520	4	RFXAP	2.5
521	4	DUSP14	2.5
522	4	MYO1D	2.5
523	4	TTLL12	2.5
524	4	CLDN16	2.5
525	4	DMRT1	2.5
526	4	CTDSP2	2.5
527	4	POU4F3	2.5
528	4	ARF5	2.5
529	4	PITPNC1	2.5
530	4	PNPT1	2.5
531	4	APOBEC3H	2.5
532	4	PLEKHO1	2.5
533	4	NR2C2AP	2.5
534	4	SUGT1	2.5
535	4	CLCN5	2.5
536	4	ISCU	2.5
537	4	TRPC4AP	2.5
538	4	GTPBP2	2.5
539	4	MPPE1	2.5
540	4	TAS2R40	2.5
541	4	CRYBB2	2.5
542	4	EMC8	2.5
543	4	PC	2.5
544	4	TXNRD2	2.5
545	3	TCERG1	3.33333333333
546	3	SRI	3.33333333333
547	3	SRGN	3.33333333333
548	3	ZFP30	3.33333333333
549	3	IL36RN	3.33333333333
550	3	PTPN5	3.33333333333
551	3	ZRANB1	3.33333333333
552	3	LONP1	3.33333333333
553	3	ZNF483	3.33333333333
554	3	LMLN	3.33333333333
555	3	KIF18B	3.33333333333
556	3	DENND1B	3.33333333333
557	3	AQP4	3.33333333333
558	3	GOLGA7	3.33333333333
559	3	HOXC13	3.33333333333
560	3	GPHA2	3.33333333333
561	3	ZNF683	3.33333333333
562	3	REG3A	3.33333333333
563	3	CD300C	3.33333333333
564	3	MESP2	3.33333333333
565	3	RBMXL2	3.33333333333
566	3	KXD1	3.33333333333
567	3	CWF19L1	3.33333333333
568	3	RSBN1	3.33333333333
569	2	DDX39A	5.0
570	2	FGF10	5.0
571	2	ATXN3	5.0
572	2	MAP2K5	5.0
573	2	MMP17	5.0
574	2	RNF34	5.0
575	2	RASA3	5.0
576	2	PRDX2	5.0
577	2	RAPGEF5	5.0
578	2	RSL1D1	5.0
579	2	UNC13A	5.0
580	2	ZNF765	5.0
581	2	PROCR	5.0
582	2	CHST14	5.0
583	2	SHOX2	5.0
584	2	PPP1R2	5.0
585	2	CLASRP	5.0
586	2	SLC11A2	5.0
587	2	ZNF266	5.0
588	2	GPAT2	5.0
589	2	ZNF700	5.0
590	2	TRIB2	5.0
591	2	NOS1AP	5.0
592	2	NEK11	5.0
593	2	GMCL1	5.0
594	2	CRELD1	5.0
595	2	ACSS1	5.0
596	2	CLK4	5.0
597	2	CEACAM16	5.0
598	2	RP9	5.0
599	2	FSCN2	5.0
600	2	TMEM108	5.0
601	2	NKG7	5.0
602	2	RIPPLY3	5.0
603	2	PRPH2	5.0
604	2	TMEM97	5.0
605	2	CLDN12	5.0
606	2	ISCA1	5.0
607	1	C1QA	10.0
608	1	HTR2B	10.0
609	1	NRG3	10.0
610	1	MAPKAP1	10.0
611	1	HHEX	10.0
612	1	RANBP9	10.0
613	1	ZNF544	10.0
614	1	HACE1	10.0
615	1	USP44	10.0
616	1	FUT3	10.0
617	1	POMP	10.0
618	1	DNAJC7	10.0
619	1	TRIM52	10.0
620	1	GOLGA6D	10.0
621	1	ZXDB	10.0
622	1	NLE1	10.0
623	1	ZNF557	10.0
624	1	ACRV1	10.0
625	1	TRERF1	10.0
626	1	CELA1	10.0
627	1	TTLL1	10.0
628	1	PGAP1	10.0
629	1	ZNF117	10.0
630	1	BTBD3	10.0
631	1	UPP1	10.0
632	1	SLC15A3	10.0
633	1	PSG2	10.0
634	1	LMF1	10.0
635	1	TXNL1	10.0
636	1	MTCP1	10.0
637	1	ARL5B	10.0
638	1	PDSS2	10.0
639	1	SLC35A3	10.0
640	1	SLC35E4	10.0
641	1	ECI1	10.0
642	1	RCN1	10.0
643	1	PAK1IP1	10.0
644	1	TIGIT	10.0
645	1	OPN3	10.0
646	1	UQCC1	10.0
647	1	ZNF660	10.0
648	1	GGNBP1	10.0
