rank	degree	gene	p-value
193	70	RHOF	0.142857142857
194	70	EIF1AX	0.142857142857
195	70	UGT2B11	0.142857142857
196	67	IQGAP1	0.149253731343
197	67	EPS15L1	0.149253731343
198	67	PTPRK	0.149253731343
199	67	ARHGAP21	0.149253731343
200	67	KCNU1	0.149253731343
201	67	PTN	0.149253731343
202	66	SMARCA5	0.151515151515
203	65	KCNJ6	0.153846153846
204	65	CYP1B1	0.153846153846
205	62	IL2RG	0.161290322581
206	62	S1PR3	0.161290322581
207	62	TIE1	0.161290322581
208	61	ANAPC2	0.16393442623
209	61	FOSL2	0.16393442623
210	61	MRPL13	0.16393442623
211	61	FOXP2	0.16393442623
212	60	TUBGCP2	0.166666666667
213	60	DMAP1	0.166666666667
214	60	KCNC2	0.166666666667
215	60	LAMTOR4	0.166666666667
216	58	TAF4	0.172413793103
217	57	COPS8	0.175438596491
218	57	ATP6V0B	0.175438596491
219	56	ARHGAP9	0.178571428571
220	56	JMJD6	0.178571428571
221	55	MRPS27	0.181818181818
222	53	BLNK	0.188679245283
223	53	PAK6	0.188679245283
224	53	RERE	0.188679245283
225	53	ZFYVE16	0.188679245283
226	53	ESRRG	0.188679245283
227	52	TNFRSF14	0.192307692308
228	52	ANPEP	0.192307692308
229	52	TFAP2B	0.192307692308
230	52	OR4D6	0.192307692308
231	52	PMPCB	0.192307692308
232	52	UGT1A4	0.192307692308
233	51	ARHGAP35	0.196078431373
234	51	ARHGAP25	0.196078431373
235	51	OR52B2	0.196078431373
236	50	KRT40	0.2
237	47	C8A	0.212765957447
238	46	ATP6V1G1	0.217391304348
239	46	MS4A1	0.217391304348
240	45	SCRT2	0.222222222222
241	45	PEX13	0.222222222222
242	44	BRD2	0.227272727273
243	44	STK36	0.227272727273
244	44	NBEA	0.227272727273
245	43	TRAF3IP2	0.232558139535
246	43	PKD2	0.232558139535
247	43	VTI1A	0.232558139535
248	42	BRD4	0.238095238095
249	42	G3BP1	0.238095238095
250	42	USP15	0.238095238095
251	42	PHC1	0.238095238095
252	42	LCP1	0.238095238095
253	41	GFRA1	0.243902439024
254	41	TRIM8	0.243902439024
255	40	HTR1D	0.25
256	39	HSPA6	0.25641025641
257	39	OR5K4	0.25641025641
258	39	GJB3	0.25641025641
259	39	PARN	0.25641025641
260	38	TADA2A	0.263157894737
261	38	OR5K3	0.263157894737
262	37	NCKAP1	0.27027027027
263	37	MUC6	0.27027027027
264	37	SETD2	0.27027027027
265	37	CDX2	0.27027027027
266	37	VDAC2	0.27027027027
267	36	MCF2	0.277777777778
268	36	PENK	0.277777777778
269	36	ELOVL7	0.277777777778
270	36	PKHD1	0.277777777778
271	36	MTX1	0.277777777778
272	35	HSD17B4	0.285714285714
273	35	ST14	0.285714285714
274	35	GJB5	0.285714285714
275	34	GRB7	0.294117647059
276	34	ARFIP2	0.294117647059
277	34	ETV4	0.294117647059
278	33	MLH3	0.30303030303
279	33	TGFBR3	0.30303030303
280	32	BCL2L10	0.3125
281	32	ARHGAP39	0.3125
282	32	ZNF496	0.3125
283	31	WSB2	0.322580645161
284	31	MLH1	0.322580645161
285	31	AKAP5	0.322580645161
286	31	TAF1D	0.322580645161
287	31	TXNIP	0.322580645161
288	31	PHKG1	0.322580645161
289	30	CCNB2	0.333333333333
290	30	USF2	0.333333333333
291	30	CRMP1	0.333333333333
292	29	HCRTR1	0.344827586207
293	29	CXCL14	0.344827586207
294	28	PAF1	0.357142857143
295	28	PDE3B	0.357142857143
296	28	PARD3B	0.357142857143
297	28	KRT72	0.357142857143
298	28	LEMD2	0.357142857143
299	27	ACTR5	0.37037037037
300	27	GORASP2	0.37037037037
301	27	GSTM5	0.37037037037
302	26	NEURL2	0.384615384615
303	26	STK39	0.384615384615
304	26	NRK	0.384615384615
305	26	MFAP5	0.384615384615
306	26	ZP1	0.384615384615
307	25	RFC3	0.4
308	24	RIN1	0.416666666667
309	24	CIC	0.416666666667
310	24	LTBP2	0.416666666667
311	24	IL1RAPL2	0.416666666667
312	24	POP1	0.416666666667
313	24	C5AR1	0.416666666667
314	24	CHCHD4	0.416666666667
315	23	ROR1	0.434782608696
316	23	PEX3	0.434782608696
317	23	SIK3	0.434782608696
318	23	OR6K2	0.434782608696
319	23	BMP8A	0.434782608696
320	22	VAMP1	0.454545454545
321	22	KANSL2	0.454545454545
322	21	OR51E1	0.47619047619
323	21	PYGO1	0.47619047619
324	21	SOX5	0.47619047619
325	20	BET1	0.5
326	20	KLF1	0.5
327	20	MPP5	0.5
328	20	PPFIBP1	0.5
329	20	PI3	0.5
330	20	GINS3	0.5
331	20	FIS1	0.5
